reviews,stars
The Action is very high. It's way higher than ordinary high. The Action is the gap between the strings and the base board. A professional guitarist will not be able to play the guitar having action this high. It will hurt your fingers. So if you are a beginner then please check the action. If it's too high then replace it. I opted for replacement but i don't know if they will send the guitar with same action.,1
excellent product,4
Good for begineers. But strings and tuning pegs are of not good quality but at this price you cant expect more.,4
"The media could not be loaded.
                



 I love the product so much and it's very good for beginners, and at a good price, I just love it ❤️",5
"Product and its accessories are of very good quality,strings are also of very good quality....Sound quality is so good that u can use it in a melody or orchestra,using mic.I'm satisfied and my students also satisfied@1900.For beginner,at this price it is much more.",5
"Best ever product!!!  Wowwwwwwi its amazing..... Sound,  fret,  finishing,  shape,  color,  performance,  and the qualityThere is no compromise in that in my guitar... Thanx Amazon ... This is 9th guitar bt i love this tooo muchU get the product un the picture all",5
Everag,4
"this product was recommended to me by my friend, this is very good quality product and enjoying it!nicely packed and on time delivery by Amazon.it had strings attached and also got one extra set of strings.",5
Very good Guitar. This is first time I bought a guitar and liked the quality and built of the Guitar. Good one !!.,4
It’s very instrument and very good at price,5
Loved it,4
"Got it for 2000 , great of begginers !If you're looking for a head start for a new hobby . This is exactly what you need !!",4
In completely happy with the product and it's performance. Being a new user I am really happy with the product.,4
This a nice guitar for beginners..Cutting one star for one day delayed delivery.. But am Loving my new Guitar 🎸 ..!!,4
The packaging was really good the strings and everything was good its really worth the money u should buy it!,5
Good model,5
Nice Guitar finishing is nice sound also good I love this guitar because in affordable  price thanks  to amazon,4
I am so mad that I paid so much for this so called quality product even in the sale and now my colleague has bought for 1799. I feel cheated.,3
Good for the beginner like us...,3
Nice for beginners.Little issue with finishing of the product.Overall good for beginners.,4
"The media could not be loaded.
                



 Very good product... Smooth finishing...",5
"I liked the product very much. But i ordered 1 product , received 2. Please take one back.",5
"nice Gitar, awesome sounds, good quality material but the bag with come with the guitar is not of good quality, apart this is a good product, good job Amazon",4
Its very food,5
Low budget affordable and not perfect but good quality.,5
Sound quality is awsm ...go for it,5
I received it today.. but i didnt get my pick though...guitar loooks beautiful.. and i m happy with it but i also want my pick so do something amazone...,4
Amazing for begginers,5
Worth buying because of the price... Best for the beginners with the size also,4
Awesome product for reasonable price,4
The guitar is perfect for beginnersGood sound qualityAnd also good looking,3
Sound quality very good,4
This is a guitar for begginers as well as advanced players.,5
Best one for beginners,4
very good for beginners like me. learn something first then go for big ones,5
It is good for the beginner to practice with.,5
Perfect guiter for beginners with this price.I recommend it to everyone!,5
Damaged 😭,3
Missing spark,3
"Quality is not good.It started breaking from back of it's fret board only when left tuned for a SINGLE NIGHT (see the pinned pic)NO TRUSS ROD, which is also lead to negative marking for durability.I'll not recommend you to buy. You can spend a little more money to buy better GUITAR.",2
"Pretty decent for what you pay. It's not like a you can expect a Fender quality or even Yamaha. But for what you pay, you get good value for money.",4
"Good one, value for money best for first timers",4
I need same item but in bigeer size..this is too small that i am not enjoying to playing this..its sounds is too low.it is not audable.,3
"As beginner, I found this Guitar sounds very good to me and worth of my money. I do not know much about make and quality of guitar.",4
Didn’t get the picks with guitar,3
"If you want to learn guitar, so you purchase this guitar. This is value for money. I bought this product only on 1990Rs.",4
Amazon delivers on time and the quality of products are good,5
